발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도,발생년월일시분,사상자수,법규위반_대분류,법규위반,가해자_당사자종별_대분류,피해자_당사자종별_대분류,발생위치X(UTMK),발생위치Y(UTMK),발생위치X,발생위치Y,발생분,당사자종별_1당_대분류,당사자종별_1당,당사자종별_2당_대분류,당사자종별_2당
2020,2020-07-24 10,주,금,1,0.0,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,971882.0,1968836.0,127.180955,37.71868357,,,,,,,,,,,,,,,
2020,2020-08-23 09,주,일,1,1.0,0,1,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,977245.0,1949743.0,127.2424012,37.54674022,,,,,,,,,,,,,,,
2020,2020-08-31 04,야,월,1,0.0,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,974886.0,1953672.0,127.2155617,37.58209282,,,,,,,,,,,,,,,
2020,2020-09-01 09,주,화,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,자전거,보행자,976141.0,1960570.0,127.2295505,37.6443006,,,,,,,,,,,,,,,
2020,2020-09-01 10,주,화,1,0.0,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,983424.0,1961537.0,127.3120832,37.65317691,,,,,,,,,,,,,,,
2020,2020-10-01 19,야,목,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,971073.0,1962717.0,127.1720187,37.66350644,,,,,,,,,,,,,,,
2020,2020-12-08 21,야,화,1,0.0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,966606.0,1962098.0,127.1214001,37.65777555,,,,,,,,,,,,,,,
2012,2012-01-14 00:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,횡단보도상,,,970863.0,1956982.0,127.16986651,37.61180849,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,39.0,화물차,대형,보행자,보행자
2012,2012-01-05 01:00,야간,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,969395.0,1963650.0,127.15295429,37.67186137,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,20.0,화물차,소형,보행자,보행자
2012,2012-05-03 16:00,주간,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,971894.0,1968445.0,127.18110627,37.71515978,,1.0,운전자법규위반,신호위반,,,,,,,35.0,승합차,소형,보행자,보행자
2012,2012-04-01 14:00,주간,일,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,965607.0,1960928.0,127.11012941,37.64719319,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,7.0,승용차,대형,보행자,보행자
2012,2012-03-05 14:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,966848.0,1966733.0,127.12393283,37.69956051,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,52.0,건설기계,건설기계,보행자,보행자
2013,2013-02-04 18:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,975430.0,1959651.0,127.22152204,37.63599859,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,50.0,승합차,중형,보행자,보행자
2013,2013-02-04 22:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,,교차로,교차로내,,,972773.0,1958698.0,127.19144333,37.62733396,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,0.0,승용차,중형,보행자,보행자
2013,2013-02-01 22:00,야간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,972769.0,1958705.0,127.19139774,37.62739693,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,55.0,승합차,소형,보행자,보행자
2013,2013-01-08 02:00,야간,화,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,969651.0,1964324.0,127.1558291,37.67794479,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,25.0,승합차,대형,보행자,보행자
2013,2013-01-19 21:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,967794.0,1964352.0,127.12484547,37.70304255,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,40.0,승용차,중형,보행자,보행자
2012,2012-11-02 08:00,주간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,974680.0,1965593.0,127.21281534,37.68953527,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,55.0,화물차,소형,보행자,보행자
2013,2013-02-07 21:00,야간,목,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,980795.0,1969808.0,127.28206117,37.72767476,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승용차,경형,보행자,보행자
2013,2013-05-15 03:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,974118.0,1959343.0,127.20666284,37.63318644,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,58.0,승용차,대형,보행자,보행자
2013,2013-01-26 18:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,,교차로,교차로부근,,,966848.0,1966718.0,127.12393352,37.69942531,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승합차,경형,보행자,보행자
2012,2012-11-20 06:00,주간,화,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,969393.0,1963658.0,127.15293128,37.67193341,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승용차,중형,보행자,보행자
2012,2012-12-31 16:00,주간,토,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,982940.0,1961530.0,127.30659642,37.65310495,,1.0,운전자법규위반,보행자 보호의무 위반,,,,,,,55.0,화물차,중형,보행자,보행자
2013,2013-02-25 04:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,971711.0,1962440.0,127.16803029,37.70363172,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,20.0,승용차,중형,보행자,보행자
2012,2012-12-19 00:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,984951.0,1961611.0,127.32939269,37.65387021,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,50.0,승합차,중형,보행자,보행자
2012,2012-12-23 23:00,야간,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,972031.0,1968377.0,127.18266328,37.71455108,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,35.0,승용차,경형,보행자,보행자
2012,2012-03-23 19:00,야간,금,1,,0,0,0,경기,남양주시,차대사람,보도통행중,보도통행중,,단일로,기타단일로,,,975853.0,1973982.0,127.22584101,37.76517878,,1.0,운전자법규위반,신호위반,,,,,,,30.0,승용차,중형,보행자,보행자
2012,2012-01-04 19:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,횡단보도상,,,973162.0,1970419.0,127.1954201,37.73298986,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,35.0,승용차,소형,보행자,보행자
2012,2012-10-31 13:00,주간,수,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,975415.0,1957587.0,127.22142148,37.6173946,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,0.0,화물차,중형,보행자,보행자
2012,2012-08-08 13:00,주간,수,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,977969.0,1955994.0,127.25040918,37.603101,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,8.0,특수차,대형,보행자,보행자
2012,2012-10-06 23:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,교차로,교차로부근,,,982905.0,1959690.0,127.30624272,37.63651966,,1.0,운전자법규위반,보행자 보호의무 위반,,,,,,,10.0,화물차,경형,보행자,보행자
2013,2013-03-08 05:00,야간,금,1,,1,1,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,976409.0,1960724.0,127.23258332,37.64569558,,3.0,운전자법규위반,기타(운전자법규위반),,,,,,,10.0,승용차,중형,보행자,보행자
2013,2013-07-25 10:00,주간,목,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,971729.0,1968507.0,127.17923178,37.71571352,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,40.0,화물차,소형,보행자,보행자
2012,2012-07-14 04:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,986197.0,1957445.0,127.343597,37.61633986,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,0.0,승용차,소형,보행자,보행자
2012,2012-09-17 10:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,976640.0,1960955.0,127.23519441,37.64778357,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,50.0,승용차,중형,보행자,보행자
2013,2013-12-29 22:00,야간,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,횡단보도상,,,970186.0,1956608.0,127.16280422,37.60861353,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,40.0,승용차,중형,보행자,보행자
2012,2012-10-28 14:00,주간,일,1,,0,1,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,982572.0,1962272.0,127.30240682,37.65978596,,2.0,운전자법규위반,안전운전 의무 불이행,,,,,,,50.0,승용차,경형,보행자,보행자
2013,2013-06-16 04:00,야간,일,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,974301.0,1959379.0,127.2087356,37.63351606,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,40.0,승용차,중형,보행자,보행자
2013,2013-09-23 14:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,교차로,교차로부근,,,982608.0,1962029.0,127.30282077,37.6575964,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,50.0,승합차,대형,보행자,보행자
2013,2013-01-30 06:00,주간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,972469.0,1967648.0,127.18766035,37.70799372,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,55.0,승용차,경형,보행자,보행자
2014,2014-04-20 19:00,야간,일,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,교차로,교차로부근,,,972555.0,1969021.0,127.18858422,37.72037143,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,45.0,승용차,중형,보행자,보행자
2013,2013-03-17 21:00,야간,일,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,974587.0,1954106.0,127.21216022,37.58599644,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,15.0,이륜차,소형,보행자,보행자
2013,2013-09-01 15:00,주간,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,982563.0,1962175.0,127.30143596,37.6582178,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,45.0,화물차,소형,보행자,보행자
2012,2012-06-23 01:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,972070.0,1968868.0,127.18308692,37.71897775,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,27.0,승합차,대형,보행자,보행자
2012,2012-09-12 09:00,주간,수,1,,0,0,0,경기,남양주시,차대사람,보도통행중,보도통행중,,교차로,교차로부근,,,969214.0,1961216.0,127.15100459,37.64991705,,1.0,운전자법규위반,신호위반,,,,,,,0.0,화물차,중형,보행자,보행자
2013,2013-04-13 20:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,973866.0,1959316.0,127.20380776,37.63293595,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,10.0,승용차,소형,보행자,보행자
2014,2014-01-27 06:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,973558.0,1959250.0,127.20031945,37.63233225,,1.0,운전자법규위반,신호위반,,,,,,,40.0,승용차,대형,보행자,보행자
2012,2012-10-28 00:00,야간,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,횡단보도상,,,973215.0,1955253.0,127.19657852,37.5962959,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,40.0,승용차,중형,보행자,보행자
2014,2014-10-12 06:00,주간,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,횡단보도상,,,974733.0,1953738.0,127.21382657,37.58268352,,1.0,운전자법규위반,신호위반,,,,,,,20.0,승합차,대형,보행자,보행자
2013,2013-07-01 11:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,,단일로,기타단일로,,,981850.0,1970539.0,127.2886738,37.73680826,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,20.0,화물차,소형,보행자,보행자
2014,2014-10-08 05:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,971131.0,1956494.0,127.17292227,37.60741843,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,52.0,승용차,중형,보행자,보행자
2014,2014-09-16 21:00,야간,화,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,972006.0,1968363.0,127.18238017,37.71442413,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,35.0,승용차,중형,보행자,보행자
2014,2014-10-13 18:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,973192.0,1967220.0,127.19587845,37.7041575,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,35.0,승용차,소형,보행자,보행자
2014,2014-10-08 20:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,986287.0,1957651.0,127.34461293,37.61819798,,1.0,운전자법규위반,중앙선 침범,,,,,,,45.0,승합차,중형,보행자,보행자
2014,2014-12-19 18:00,야간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,975861.0,1952825.0,127.22663222,37.57448453,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,5.0,화물차,소형,보행자,보행자
2014,2014-01-20 10:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,978018.0,1963488.0,127.25074955,37.67081065,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,35.0,승합차,소형,보행자,보행자
2014,2014-01-20 08:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,교차로,교차로부근,,,972410.0,1967682.0,127.18698971,37.70829839,,1.0,운전자법규위반,신호위반,,,,,,,37.0,승용차,대형,보행자,보행자
2014,2014-11-05 18:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,974985.0,1955479.0,127.21662119,37.59838277,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,화물차,소형,보행자,보행자
2014,2014-12-04 06:00,주간,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,967798.0,1960622.0,127.13497907,37.6445146,,1.0,운전자법규위반,신호위반,,,,,,,7.0,화물차,소형,보행자,보행자
2013,2013-06-19 00:00,야간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,982490.0,1962763.0,127.30146535,37.66420997,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승용차,경형,보행자,보행자
2014,2014-07-02 14:00,주간,수,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,974593.0,1954003.0,127.21223176,37.58506823,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,27.0,승용차,중형,보행자,보행자
2014,2014-01-11 10:00,주간,토,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,982221.0,1962165.0,127.29842992,37.6588148,,1.0,운전자법규위반,보행자 보호의무 위반,,,,,,,0.0,승합차,소형,보행자,보행자
2014,2014-07-10 10:00,주간,목,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,967732.0,1965438.0,127.13401787,37.68791999,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,40.0,승용차,중형,보행자,보행자
2014,2014-05-15 00:00,야간,목,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,단일로,기타단일로,,,971654.0,1957427.0,127.17881146,37.61584416,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,10.0,화물차,소형,보행자,보행자
2014,2014-07-28 23:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,,단일로,기타단일로,,,967243.0,1966240.0,127.12843569,37.69513122,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,0.0,승용차,소형,보행자,보행자
2016,2016-02-26 09:00,주간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,973649.0,1971812.0,127.2008964,37.74555937,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,37.0,화물차,소형,보행자,보행자
2016,2016-03-28 10:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,,교차로,교차로내,,,970134.0,1956566.0,127.16162377,37.60803554,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승용차,대형,보행자,보행자
2016,2016-07-05 12:00,주간,화,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,973083.0,1966589.0,127.19466525,37.69846696,,1.0,운전자법규위반,신호위반,,,,,,,18.0,화물차,소형,보행자,보행자
2016,2016-06-25 06:00,주간,토,1,,0,0,0,경기,남양주시,차대사람,차도통행중,차도통행중,,단일로,기타단일로,,,986912.0,1959368.0,127.35166426,37.63368318,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,58.0,승용차,중형,보행자,보행자
2016,2016-06-13 20:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,977418.0,1960882.0,127.24401588,37.64714506,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,36.0,승용차,경형,보행자,보행자
2016,2016-08-11 00:00,야간,목,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로내,,,973872.0,1959315.0,127.2038758,37.63292711,,1.0,운전자법규위반,과속,,,,,,,50.0,승용차,중형,보행자,보행자
2016,2016-07-22 01:00,야간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,교량위,,,969057.0,1956148.0,127.14943945,37.60423235,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,22.0,승용차,중형,보행자,보행자
2016,2016-05-09 12:00,주간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,기타/불명,기타/불명,,,973423.0,1963731.0,127.19862626,37.67271699,,1.0,운전자법규위반,과속,,,,,,,26.0,화물차,소형,보행자,보행자
2016,2016-06-06 05:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,기타,기타,,교차로,교차로부근,,,978439.0,1961786.0,127.25556288,37.65531768,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,10.0,승합차,대형,보행자,보행자
2016,2016-02-07 15:00,주간,일,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,971818.0,1968509.0,127.1802415,37.71573429,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,30.0,승합차,대형,보행자,보행자
2016,2016-01-02 19:00,야간,토,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,975213.0,1972983.0,127.2186088,37.75615751,,1.0,운전자법규위반,신호위반,,,,,,,47.0,승용차,중형,보행자,보행자
2016,2016-11-05 12:00,주간,토,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,974594.0,1954050.0,127.21224145,37.58549188,,1.0,운전자법규위반,안전운전 의무 불이행,,,,,,,15.0,승합차,대형,보행자,보행자
2016,2016-11-28 19:00,야간,월,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,교차로,교차로부근,,,971867.0,1962598.0,127.18102573,37.66245855,,1.0,운전자법규위반,신호위반,,,,,,,24.0,승용차,소형,보행자,보행자
2016,2016-11-04 23:00,야간,금,1,,0,0,0,경기,남양주시,차대사람,횡단중,횡단중,,단일로,기타단일로,,,973121.0,1970403.0,127.19495539,37.73284445,,1.0,운전자법규위반,신호위반,,,,,,,30.0,승용차,중형,보행자,보행자
